MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,DrainageSystems,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,InactiveDisasterPreparedness,FloodProbability
10,7,1,0,9,9,6,1,6,3,2,8,2,3,0.5366875749374913
7,9,6,7,4,3,4,7,9,3,5,2,1,1,0.5075175311790422
6,5,8,2,9,10,2,6,10,4,6,9,7,1,0.654014040365032
0,10,8,9,7,7,2,7,4,4,7,0,8,10,0.5651024084525547
6,8,4,5,9,2,5,9,10,6,7,10,10,1,0.7116607290067158
4,10,4,1,8,4,8,5,10,9,6,3,5,7,0.608806734371093
6,6,2,3,10,10,6,3,1,1,2,8,0,0,0.39825631495266905
0,7,9,4,5,10,3,8,1,10,3,2,8,0,0.44940500506553716
6,5,9,10,9,1,9,1,6,4,7,0,9,4,0.5810539070472387
6,10,4,6,1,10,4,2,6,2,4,8,4,2,0.5232514745792719
3,6,2,0,4,9,1,9,1,6,1,9,5,8,0.43119600305182604
0,1,5,5,10,8,3,9,6,2,7,7,8,0,0.4226041241968372
10,5,8,3,6,2,10,4,4,4,7,2,2,1,0.5170948397128414
7,1,3,8,9,9,3,10,0,10,8,2,0,5,0.5429175702402068
6,7,3,0,5,8,2,5,9,1,10,6,7,3,0.5083225374770319
8,7,1,9,10,2,2,4,9,1,10,5,6,9,0.6354573492588711
7,8,7,0,5,7,7,6,3,5,3,10,2,9,0.6194310664526544
1,1,9,6,9,1,6,9,1,4,10,7,10,3,0.4730285718252754
5,5,8,0,6,1,1,9,7,7,5,9,6,8,0.5491723349710534
9,3,8,4,2,4,4,9,4,6,8,5,4,0,0.5294011978779655
3,4,1,4,9,0,8,3,8,2,4,3,4,5,0.3434163484101525
10,10,9,6,4,9,1,6,10,2,7,1,4,5,0.7093707617195263
0,6,9,3,9,7,6,10,2,10,6,0,4,10,0.5376551113792379
3,4,3,10,3,2,8,0,1,2,3,4,1,0,0.21279281042935502
3,9,6,4,4,4,6,1,8,4,7,4,1,2,0.41664962167976577
6,5,0,9,1,4,1,10,1,10,4,8,6,5,0.5042606701885309
1,4,9,4,5,5,9,1,3,10,7,9,9,2,0.5071818443894014
2,5,0,7,4,4,2,6,1,2,5,10,3,2,0.2961753466349359
7,9,0,0,6,1,10,10,1,5,10,3,3,2,0.46159225311684277
3,4,6,3,6,1,9,6,3,7,3,3,10,10,0.48520811927296903
9,6,8,6,7,8,9,6,7,5,9,2,9,5,0.7685438368732684
9,1,8,3,6,10,7,4,2,4,4,1,1,10,0.5231816943552485
3,0,10,3,5,5,6,2,10,8,7,3,1,3,0.39842903545552233
6,0,0,5,9,8,10,9,1,8,5,2,10,1,0.49207899089740686
3,5,7,5,8,6,5,5,5,5,5,0,3,8,0.46625972249688613
3,7,3,5,9,6,0,6,1,4,5,3,5,4,0.3874392327247225
7,2,10,8,3,1,10,8,4,7,4,1,6,4,0.5427652513228187
3,10,3,6,4,0,10,5,4,0,10,2,9,3,0.4448319964788346
1,1,4,10,6,1,4,5,2,9,9,3,2,2,0.32266283781919086
2,7,3,2,0,7,9,8,6,10,7,8,0,0,0.4358609455551659
10,2,7,9,10,2,2,9,3,1,6,5,3,6,0.5852640389901631
2,0,9,3,2,2,0,7,4,7,10,2,8,4,0.31488125027387226
4,7,6,4,4,1,4,2,9,6,9,0,4,0,0.37481172704431753
6,5,3,8,3,2,0,9,3,4,7,3,7,6,0.456559596681328
1,6,3,1,1,2,7,0,4,10,10,9,10,6,0.4163522256768184
2,10,7,9,9,0,10,10,10,9,9,4,9,6,0.7743781610959849
1,5,6,6,8,4,2,7,8,10,0,8,3,4,0.47891428862826985
10,9,2,6,0,1,9,4,6,0,10,9,5,2,0.5740666878749231
10,5,3,9,8,1,1,5,9,10,0,7,8,8,0.6966248266627042
8,3,10,6,4,0,0,7,7,4,4,6,10,9,0.5919853628727917
2,4,10,8,5,8,5,1,10,5,6,1,5,9,0.5465547585492425
6,3,4,2,1,8,9,7,5,5,0,0,10,8,0.4726596561565366
7,9,8,5,2,7,5,6,4,2,1,3,8,1,0.5253788730613765
9,5,0,2,5,0,1,2,2,1,5,1,0,6,0.23116004975152737
1,10,9,8,3,5,8,5,2,1,8,8,1,5,0.5021126064405116
8,2,3,9,8,2,7,8,5,8,0,7,5,3,0.5718566142460048
2,8,6,2,9,8,8,0,7,10,8,5,3,2,0.5333858730652644
6,1,6,10,4,2,1,8,6,4,1,9,2,2,0.43452072922618207
9,3,9,0,8,4,2,2,9,2,3,8,4,9,0.561048755160215
0,0,10,8,6,8,0,4,10,8,4,2,7,2,0.40770025318617215
1,10,4,10,3,5,3,5,3,5,6,8,6,4,0.5009921448066912
8,3,5,8,1,4,4,9,0,6,4,9,9,8,0.5934618477043474
0,9,7,10,2,1,6,10,4,9,4,5,8,4,0.5320781863701648
7,4,6,9,10,10,4,5,6,1,9,9,7,9,0.767460126097167
5,1,3,7,2,5,3,5,10,9,6,1,0,1,0.35282334959622247
3,3,4,2,8,8,2,3,8,0,7,7,8,3,0.4181515294321764
9,3,6,3,4,0,8,0,2,10,1,1,1,7,0.3814025578845904
9,5,10,2,10,1,3,3,7,4,7,1,8,4,0.5570200580192795
3,3,0,0,2,7,6,0,2,3,8,0,10,5,0.22529962536458426
0,7,2,5,2,0,4,0,5,0,10,9,7,0,0.23642000807780186
1,8,8,0,5,10,10,8,2,4,3,10,5,2,0.522495696480235
1,1,6,1,3,8,6,7,7,6,5,6,8,8,0.4427765868013429
10,5,4,0,1,9,4,0,2,4,9,6,5,1,0.4382397729509467
6,6,3,8,6,1,9,5,4,0,9,3,3,5,0.4660059785893717
7,2,10,3,5,7,0,2,8,9,7,8,4,6,0.5996835505807607
2,8,9,9,0,6,0,5,5,9,4,3,7,7,0.5142225353208403
9,2,9,2,6,8,7,7,2,3,6,8,8,3,0.6242715293489629
7,9,3,6,7,3,3,7,4,5,5,10,3,3,0.5796282817226268
8,5,6,2,0,8,5,10,4,2,0,7,5,2,0.49077950528893793
5,4,10,6,5,4,1,4,8,0,9,4,6,0,0.4361073651424442
7,7,2,9,4,6,5,1,9,0,1,3,10,1,0.4784021939629288
5,6,2,4,1,9,8,2,1,4,8,2,4,1,0.3578229396297501
4,5,6,1,9,10,1,5,8,2,6,2,3,7,0.46447632071122064
6,7,2,2,7,7,8,6,4,0,6,2,5,9,0.5092448956256878
3,2,8,1,3,10,10,7,2,6,3,6,8,6,0.4945260262033909
10,8,9,7,4,4,6,1,0,7,8,0,6,6,0.6123030671202051
7,6,5,4,9,5,1,0,4,8,8,1,0,8,0.4727031728913892
8,2,10,5,9,1,5,6,2,4,7,3,4,2,0.4820620510234498
7,10,6,8,0,7,6,4,6,10,7,1,1,7,0.6253661006276547
4,9,4,6,3,8,4,6,2,6,1,7,8,5,0.5429601819595612
10,1,9,5,7,8,0,4,8,4,10,4,8,1,0.6165942744058344
2,8,6,1,2,7,4,8,3,7,7,4,7,10,0.5144046085771214
6,5,1,7,5,1,2,2,3,8,3,0,9,6,0.37480461618781696
0,8,9,4,4,1,8,6,7,1,7,3,10,9,0.486451258213633
3,4,5,7,8,9,2,1,5,1,6,6,6,3,0.4321761323823638
6,2,3,0,2,3,6,4,7,4,6,8,6,10,0.45207210968834644
5,2,9,1,5,5,8,10,2,3,4,5,4,4,0.44658728086173044
10,0,8,10,0,8,8,2,1,4,9,1,1,9,0.5387664772951395
6,9,4,8,2,3,1,3,7,4,8,7,1,3,0.4808288430556059
4,3,10,6,0,5,0,6,9,7,6,9,5,1,0.49534667540524124
4,10,9,1,9,5,5,8,5,9,1,5,8,0,0.5860123090308595
6,2,1,6,10,7,6,5,2,8,7,9,1,10,0.5896671958671169
8,3,6,7,9,9,9,4,4,1,2,1,9,4,0.5743316880958113
3,9,7,8,8,5,6,6,0,6,0,2,3,5,0.47950495176717195
6,3,4,10,8,4,3,6,0,7,2,5,9,0,0.46364750592472254
6,8,5,9,6,2,6,3,8,9,4,0,8,1,0.55513389785332
0,1,10,1,4,8,3,1,3,1,1,9,5,1,0.22636081727587803
10,10,6,3,5,9,0,10,1,9,0,9,9,0,0.6949885437833921
6,6,1,1,2,4,8,5,10,2,1,6,2,1,0.3716262531124339
2,8,9,1,2,10,7,10,5,0,0,0,0,3,0.35305226724219524
6,0,3,10,0,3,3,10,4,0,7,2,0,7,0.33403169335304417
7,10,1,4,3,6,1,7,5,1,5,2,9,8,0.5166569470397983
10,5,2,10,8,0,5,5,8,8,0,3,0,10,0.5862212269349873
0,2,9,10,1,8,0,1,10,4,5,0,8,10,0.4027467147863182
4,1,10,5,2,0,0,10,8,1,10,0,1,8,0.3492497512359293
1,0,2,6,1,3,2,10,0,0,3,9,3,8,0.22027709513499918
6,7,1,1,6,2,6,6,2,9,8,9,9,5,0.5488555838863729
5,2,10,2,6,6,9,5,10,7,2,6,7,2,0.56406527503408
5,10,1,7,9,3,2,6,6,2,10,9,0,9,0.5890718841699479
10,2,6,9,6,9,3,0,1,7,7,5,1,2,0.5272674878814518
5,0,2,5,5,2,0,5,4,1,3,4,0,4,0.19395573838385236
4,9,2,2,10,4,10,9,8,5,8,1,6,5,0.582859609947218
0,8,6,4,7,2,7,2,4,5,5,10,2,3,0.39623402546607794
3,5,1,6,1,7,4,10,6,3,4,4,5,10,0.4465304790103337
9,9,2,8,3,4,2,8,4,2,7,6,6,2,0.575036921405447
4,7,7,1,3,0,1,6,5,0,0,10,2,5,0.309878170797082
10,1,3,2,4,6,1,6,4,0,0,2,1,4,0.30239738534295646
5,4,10,2,0,10,10,3,4,6,0,10,0,4,0.49788890551692633
6,10,5,8,4,7,6,0,7,6,6,4,10,4,0.6428256543384628
4,7,1,3,2,5,8,2,5,5,8,7,2,6,0.426514230566711
6,6,6,7,6,0,4,6,4,4,3,3,3,2,0.4109089946476262
0,1,6,1,8,2,3,1,4,7,8,1,10,9,0.2994715530831737
0,5,6,1,6,8,5,8,2,3,0,5,9,3,0.3470923324241207
5,1,10,1,4,10,2,1,6,7,3,7,7,6,0.4968542084233662
6,7,6,4,4,0,5,4,7,0,6,3,3,8,0.4264489044263951
6,2,8,0,0,2,8,3,5,9,4,6,0,4,0.36038800907174356
4,3,7,5,0,3,9,6,1,2,0,0,3,2,0.23078304816525158
3,6,2,2,3,5,10,10,8,2,10,7,8,2,0.5101732272790731
7,0,9,5,5,4,5,6,0,0,4,4,10,8,0.46485554695592585
6,7,7,6,8,1,7,9,7,3,6,8,6,5,0.665255142962386
0,4,7,5,4,1,5,0,2,6,8,0,1,6,0.21857450161013342
4,5,0,8,7,4,6,2,4,5,7,5,9,4,0.4554029330693913
7,8,7,8,7,0,5,2,8,0,2,8,3,10,0.5875920275433395
8,8,1,6,7,9,0,0,9,4,9,9,1,2,0.5680832976858097
3,10,4,5,1,4,4,1,1,1,6,4,6,9,0.3693872534145157
10,1,6,6,6,5,4,0,9,8,10,1,5,6,0.5904089554856417
7,4,10,2,10,4,5,2,3,0,6,8,5,10,0.5551896138889455
4,1,1,5,7,1,4,8,6,1,2,3,8,0,0.2694612261580742
6,2,8,6,10,8,1,1,5,3,4,9,6,7,0.573217389598002
9,6,5,10,9,9,1,9,4,2,1,5,0,4,0.61888854980354
2,1,6,3,8,7,8,4,5,10,10,6,0,3,0.45444973999683724
1,4,10,7,4,0,0,8,8,9,4,10,9,1,0.5065402889178119
4,10,4,2,3,2,0,7,9,8,8,0,7,2,0.42732405013680513
0,0,1,1,10,4,7,3,10,9,3,2,5,1,0.2507382569106814
9,2,0,10,6,5,0,0,3,9,5,0,9,5,0.4539178886255731
10,3,3,2,4,7,7,3,8,9,5,6,4,4,0.5916960785921647
6,10,10,6,5,9,4,9,0,0,9,0,4,5,0.5991264911040913
10,8,2,2,3,5,0,0,5,10,7,9,2,5,0.540437079085392
0,2,1,3,8,5,7,1,3,3,3,4,2,3,0.1749594883607263
6,7,0,8,5,8,10,7,9,7,2,1,1,1,0.5297876083740739
4,0,5,2,4,7,1,4,7,5,1,9,8,4,0.3817881014927366
3,8,3,0,0,1,4,9,10,0,3,10,8,4,0.39709007246215516
3,2,3,4,5,2,0,8,8,10,1,9,4,3,0.4045223248078341
5,7,6,8,9,3,10,9,7,0,4,7,2,6,0.6262780855721357
7,5,3,8,8,4,3,9,7,0,4,3,1,4,0.48321539482164705
1,8,0,6,5,5,8,0,8,8,10,6,7,8,0.5301907614876292
6,3,4,8,4,0,3,2,7,4,10,6,1,7,0.43856588351361847
10,5,8,8,0,9,9,7,5,5,0,7,4,1,0.6524563574705096
0,9,6,6,8,5,9,3,6,7,2,10,6,8,0.5935161777170264
9,8,10,5,8,3,0,3,6,2,7,2,3,9,0.5927949365485782
6,5,0,9,7,6,2,9,4,4,3,1,4,8,0.48680062359880444
3,10,0,7,2,9,9,1,3,8,6,1,10,6,0.5165904327998598
8,1,1,5,6,7,1,10,3,1,9,4,1,1,0.39367692435470447
6,7,0,1,6,3,9,3,2,4,5,7,10,1,0.4323304740714489
8,6,6,8,4,6,4,1,9,1,3,9,3,4,0.5691284662590411
0,2,6,0,10,6,2,5,1,6,0,0,0,7,0.17916647159756638
0,4,8,8,8,7,6,6,3,0,5,7,7,10,0.5197450238408442
7,4,2,6,3,10,4,9,6,8,3,1,10,1,0.5460524919512618
3,7,7,6,7,4,1,0,9,2,9,0,10,8,0.4872285584003841
2,6,1,10,1,2,1,2,3,4,7,10,3,5,0.34572143157903196
4,8,10,2,8,9,8,2,8,0,7,7,4,8,0.6362886768815856
7,7,2,4,1,9,8,1,2,3,6,4,8,7,0.4984809711184193
1,10,0,8,4,10,10,4,9,10,4,5,7,3,0.6015468479120233
10,9,2,9,9,9,10,2,10,1,5,1,6,2,0.69280527534957
4,6,5,9,2,4,9,8,8,0,1,4,6,3,0.47567628235120746
1,0,7,7,4,8,5,4,2,3,5,4,1,8,0.3249953012971461
0,4,4,5,0,6,0,1,0,6,5,5,7,6,0.2224462038955803
9,1,3,9,1,7,9,4,9,4,5,3,6,4,0.5462058578811487
1,4,2,7,5,9,0,6,7,8,0,10,2,9,0.47489781053040886
4,10,1,6,8,4,10,9,5,4,7,10,2,7,0.640399789368308
7,4,9,5,8,6,8,3,8,0,8,1,10,3,0.5795275839383838
5,8,8,3,8,9,4,3,6,4,5,7,0,8,0.5892005350406656
2,4,1,0,7,1,3,9,9,7,4,7,0,9,0.37364324904018326
1,6,1,7,10,9,0,4,6,7,6,4,4,2,0.4239176384218451
7,0,5,8,7,5,0,2,3,0,2,4,5,2,0.32667096691757563
5,7,3,0,8,8,1,9,10,8,3,9,6,1,0.5891988834277696
0,2,2,4,3,1,5,5,4,10,9,4,9,10,0.3641693877282575
1,5,4,3,3,4,7,10,8,9,2,5,1,4,0.4039911994652143
6,10,4,10,10,4,7,6,2,7,4,7,9,9,0.7610665164613557
1,2,6,9,2,9,7,3,9,2,3,9,5,6,0.4716108474845365
4,10,8,0,0,10,2,5,9,4,6,10,9,2,0.5789199353650843
1,9,3,4,4,5,0,9,2,2,8,8,7,8,0.45067527541630725
8,0,7,9,1,2,4,1,5,0,10,4,1,3,0.36718772781313747
6,4,8,7,2,5,10,7,0,10,1,7,2,1,0.5229179518069189
8,10,7,1,8,2,8,5,2,8,6,8,3,5,0.6388106525090017
0,4,10,4,5,6,6,1,9,10,4,1,7,4,0.432668275541133
4,8,2,0,2,1,6,6,7,3,7,4,1,0,0.28949586130897836
2,10,8,2,2,0,1,9,4,7,7,10,0,8,0.4714562797045588
6,0,0,4,1,1,5,4,0,0,8,5,3,0,0.14446350858785248
9,8,3,9,5,8,4,8,5,10,7,10,3,7,0.8070548193372963
2,10,7,1,3,0,4,1,7,10,2,5,2,7,0.39479267514187755
8,6,10,5,6,2,8,3,1,6,7,9,1,10,0.6395086013540972
6,10,1,7,0,10,7,9,10,2,4,9,10,4,0.6975234890453588
9,7,8,8,6,3,6,9,0,6,8,10,8,7,0.7888352557813895
0,6,4,6,6,2,7,3,7,4,8,2,9,3,0.37325089040181536
10,1,5,1,10,10,5,3,1,7,9,10,4,6,0.6456224146754919
4,8,9,9,4,9,2,3,2,10,4,8,4,10,0.6746728848037794
3,9,9,10,2,6,3,9,1,2,6,2,1,7,0.48611391546933774
2,3,4,9,2,4,8,1,1,4,10,10,10,1,0.4236884857328188
10,1,9,2,4,0,0,7,0,0,5,6,2,1,0.3328526922328447
9,6,5,3,8,0,3,2,2,10,0,2,0,5,0.4048457393976633
1,10,2,0,0,9,2,0,4,10,2,3,1,5,0.26352903862557026
4,8,10,8,8,1,4,1,3,10,8,7,3,10,0.6265269439986259
8,8,3,2,5,7,10,4,1,9,8,7,3,9,0.6532287468824307
6,6,9,10,7,6,8,5,4,7,8,10,4,1,0.7074724586720786
2,4,10,6,6,10,3,5,4,9,0,2,3,10,0.5188767059931331
3,3,0,3,10,7,0,3,2,6,2,2,6,3,0.2674147145805398
4,8,7,5,10,9,4,4,2,5,2,6,1,0,0.48800784719150275
3,7,9,3,3,4,9,0,8,4,8,2,6,3,0.44335405003868833
10,8,2,1,5,3,3,3,9,1,2,7,10,10,0.597939978613012
2,9,5,1,3,10,4,4,8,3,6,1,0,8,0.41961276278441195
7,10,10,5,8,6,3,3,4,8,9,2,3,4,0.6458940126228461
10,9,8,10,8,0,7,6,2,5,3,8,3,0,0.672105741808485
8,4,3,1,3,9,8,1,5,10,2,8,3,5,0.5297868928323363
8,1,3,10,2,9,3,6,5,5,2,7,2,3,0.4974341353044408
1,6,1,1,0,7,8,4,1,0,7,3,1,8,0.21550163358049923
1,4,10,7,10,9,1,9,2,2,6,4,10,10,0.5838001809754932
8,10,9,10,0,5,6,2,8,6,9,10,1,10,0.7877363660946611
8,0,8,0,2,0,5,2,5,5,5,10,0,8,0.3988680389030829
8,9,4,3,8,10,7,0,9,4,6,9,10,1,0.702184538818234
4,6,4,5,1,4,8,5,4,2,6,3,0,9,0.3871399313056313
5,0,4,5,5,5,5,0,0,5,3,9,4,1,0.2977721909941069
0,2,3,9,4,2,3,6,4,0,8,10,2,10,0.34111855487498377
3,0,0,3,8,5,10,10,4,9,3,2,10,10,0.4880822721982378
5,10,2,0,0,6,9,1,8,1,1,3,2,7,0.36591442270773417
1,7,6,7,9,1,7,3,10,10,4,6,0,2,0.47444018291751894
1,6,3,4,7,5,10,9,2,7,8,9,2,8,0.5391798302695442
0,5,1,2,3,2,3,7,2,6,3,8,7,8,0.28939696451625013
2,4,4,1,8,9,4,1,1,8,9,10,10,9,0.5395316536291157
10,1,8,3,3,7,9,1,4,7,8,4,5,1,0.5299113801109646
7,8,3,9,3,10,1,7,0,5,1,0,4,0,0.42390663286795
10,1,8,0,9,1,1,1,5,0,8,7,8,4,0.4609909448959469
2,2,7,6,3,5,6,6,7,7,4,7,10,0,0.4614787442491991
6,10,3,2,8,3,0,0,10,4,0,4,3,10,0.46681625624737827
9,1,6,6,7,7,2,4,0,7,1,5,4,0,0.44038485253226306
3,10,5,9,9,7,3,9,2,8,7,0,9,0,0.5868192824806444
7,0,2,3,5,7,8,8,0,9,6,2,1,3,0.39553931129886344
7,5,4,4,0,4,0,1,2,0,7,2,7,9,0.3306406931764748
9,6,2,4,5,10,2,8,6,9,6,8,7,6,0.707116906455878
10,1,6,7,7,9,9,10,4,10,9,6,6,2,0.7691910834374971
6,9,0,8,4,0,8,7,1,1,4,7,2,10,0.49282388475864447
6,10,0,4,6,9,4,2,6,2,5,5,0,0,0.4181224632862276
9,2,4,0,9,1,10,10,8,3,5,10,4,9,0.6403231859611062
7,2,5,5,10,6,3,3,0,1,5,4,6,0,0.3698043962654725
3,8,5,7,0,4,7,9,2,6,5,9,3,2,0.47819268178812685
6,4,0,5,5,2,1,5,1,1,1,2,8,9,0.30462851587640644
6,0,1,5,6,10,1,4,10,1,3,6,4,9,0.46203551101784174
2,8,1,7,2,10,1,2,7,1,7,7,1,0,0.3533050752292932
5,3,0,4,5,0,1,0,4,1,4,8,5,1,0.20190396994657642
6,4,9,7,9,3,5,0,2,5,2,7,3,5,0.4988090125250349
9,7,2,6,3,6,5,0,6,0,1,6,3,0,0.4084304762034452
6,6,8,1,6,8,0,5,8,8,2,3,3,2,0.4850043393663047
1,9,5,0,2,4,10,6,4,0,3,9,7,6,0.4117958046811144
10,8,10,10,8,9,1,0,6,1,0,4,10,8,0.7346683264598435
6,10,10,5,5,0,7,9,4,2,0,1,10,0,0.5155233470850208
3,10,6,8,10,1,0,3,7,4,6,6,6,1,0.4962177962302481
8,6,10,6,0,4,5,10,3,0,3,3,2,6,0.5004094406119813
4,6,4,2,9,7,1,4,9,6,6,5,3,5,0.4911547275852267
4,5,4,1,4,10,1,5,6,4,9,0,0,8,0.38244181625056844
9,7,1,9,10,7,0,6,10,7,9,4,10,8,0.7931192770784143
9,0,6,1,9,0,3,3,3,9,2,5,4,8,0.4479282750079755
5,4,7,4,3,9,10,0,1,5,8,9,0,10,0.5385344422341762
4,3,6,4,8,6,2,8,5,2,7,1,10,7,0.4862488382856172
9,6,2,1,1,1,3,2,9,4,5,1,10,10,0.4700331223883794
1,10,3,10,3,7,4,5,6,1,8,3,8,3,0.47095471415146867
8,5,2,5,6,2,9,10,3,9,3,5,3,7,0.5855727209816919
6,6,9,6,0,9,1,5,0,2,2,0,5,0,0.3466912408137659
9,4,1,4,9,7,0,10,6,3,10,1,2,8,0.5532514950481119
4,3,3,6,4,2,0,2,6,10,7,3,5,5,0.3658687357102885
9,7,3,9,3,7,5,4,2,8,7,1,10,5,0.6237774069804115
0,2,4,10,3,6,0,5,2,1,8,10,10,2,0.35272557650807584
8,9,3,3,2,2,9,4,9,8,1,3,10,6,0.5928864144399139
0,1,9,5,0,6,1,1,1,2,8,9,2,4,0.2307749061778106
7,2,5,3,3,1,10,0,9,7,0,2,6,5,0.4063609943638413
2,8,3,0,3,9,8,2,1,2,6,10,2,7,0.40805242455090873
10,0,3,7,9,8,5,6,7,6,6,3,1,1,0.5505265371248338
8,4,5,9,10,8,3,1,2,6,4,1,6,5,0.5471765719767856
1,4,3,5,5,9,8,2,0,7,0,7,1,4,0.3108825576915885
9,10,9,10,10,6,3,0,7,0,7,7,10,9,0.8205918443825932
2,1,1,8,10,8,4,0,0,8,10,2,2,0,0.2908676847053038
6,4,3,10,2,7,6,3,8,3,0,2,2,5,0.4269299299718794
0,5,4,0,9,5,10,10,2,9,0,8,0,1,0.372250728208894
1,9,10,2,2,9,10,5,1,8,4,10,10,2,0.578304038718278
2,5,3,3,9,6,9,3,7,6,0,9,10,5,0.5184594329988547
5,1,2,5,9,0,7,7,8,4,9,3,9,2,0.45147761108733503
5,9,4,10,6,3,0,2,6,8,4,2,7,9,0.550389206826709
9,1,7,4,8,2,8,8,0,8,2,3,5,1,0.47809063730220364
1,7,10,2,9,9,7,8,2,7,5,10,7,8,0.6651347844120583
8,3,0,4,8,2,8,0,3,7,5,8,0,1,0.38858201824206606
0,1,7,5,1,5,9,7,4,7,5,9,2,6,0.3895872799557078
3,2,5,3,6,7,0,10,3,1,3,1,5,9,0.34171623665670453
1,10,3,7,0,4,9,8,3,10,5,3,5,1,0.44122946835386895
1,10,1,0,5,4,6,4,7,10,2,9,3,4,0.4168300990157083
6,6,7,3,7,4,6,10,0,5,5,3,2,0,0.44143470660793355
9,8,6,2,1,4,0,7,5,6,3,0,3,7,0.46779549754636
7,9,1,0,0,5,7,5,6,3,9,5,1,5,0.445349611534227
9,3,6,0,10,7,6,10,2,2,7,8,4,2,0.5775492343232215
6,8,5,9,5,9,6,10,0,6,2,10,5,2,0.6639618276925547
0,5,4,5,9,7,1,4,7,10,6,0,3,6,0.39090583301474474
3,1,5,10,5,5,10,2,4,3,7,8,3,3,0.44190354499779355
9,5,10,2,3,7,2,6,4,4,10,9,7,3,0.6413477323288596
0,0,4,10,0,10,0,4,7,1,1,1,3,3,0.19443556867095796
1,6,9,5,2,10,9,5,0,1,10,2,5,4,0.42059316428790083
9,2,0,1,10,10,4,1,6,3,2,9,0,10,0.523079905758063
0,1,8,2,5,8,6,8,0,8,2,10,5,3,0.38415334409586577
10,7,8,5,3,6,10,1,6,0,6,10,1,9,0.6726827938880084
8,3,7,7,10,8,1,3,1,8,10,5,1,3,0.5662845972178063
7,4,4,9,8,8,3,3,10,0,10,0,7,8,0.5994522824170101
5,0,0,10,5,3,9,8,1,4,7,9,3,10,0.5062956413659853
0,0,0,9,4,5,9,3,9,6,6,0,3,5,0.2831174560899201
4,10,3,6,9,10,10,0,10,7,5,7,10,1,0.6945866161761289
8,6,1,0,0,0,1,1,7,1,6,2,7,2,0.2386523719305768
9,4,2,1,6,3,3,6,6,1,3,10,10,2,0.4848475846101692
4,7,0,10,6,0,6,9,2,1,5,9,3,10,0.5021558905456026
9,7,4,1,5,9,1,5,0,3,8,10,7,7,0.593303025561131
8,1,9,1,0,2,2,7,9,5,10,6,3,3,0.4522271765644151
0,10,1,8,7,6,1,8,10,7,2,4,1,1,0.42612262289977454
6,7,4,6,0,10,0,3,1,6,3,7,8,3,0.4700403784739513
6,3,3,4,10,4,3,8,0,4,0,4,1,7,0.37805104809067064
5,2,4,4,1,9,6,3,1,3,8,8,9,5,0.44517440777204814
8,0,6,7,8,2,2,6,1,8,3,1,0,10,0.4321434950304332
9,2,10,10,7,10,8,9,8,0,5,10,6,2,0.796871739007461
6,3,1,7,10,4,7,3,7,4,7,0,2,9,0.4714005508054406
3,2,3,6,5,2,7,6,5,10,9,7,9,1,0.477329705727763
10,7,1,2,4,3,8,0,10,10,9,0,7,5,0.5688421638804798
10,2,0,3,8,8,0,8,6,10,6,4,1,10,0.5925138589617793
7,5,7,3,0,8,4,10,5,5,6,7,1,6,0.561135885545324
7,6,3,8,6,1,1,4,4,2,10,3,10,3,0.4728083251250257
1,0,2,7,1,8,3,5,10,1,3,5,3,3,0.26715954021879
4,1,4,0,0,2,10,9,2,2,10,4,5,7,0.32793700155101224
2,0,5,0,2,1,6,8,8,2,6,4,5,1,0.22073401418942826
5,7,4,10,6,9,4,2,3,7,2,5,10,4,0.5903742856927441
9,7,9,5,8,9,1,4,10,7,8,7,10,2,0.7909557313415614
2,1,7,10,1,8,2,2,9,1,10,3,4,1,0.3501454066161313
10,8,4,1,3,9,10,6,0,6,10,8,2,9,0.6999317307882761
1,8,2,4,1,1,7,8,10,6,9,5,6,9,0.5008268605172841
1,1,1,5,2,1,6,1,9,3,8,2,3,3,0.18000332084159754
10,1,7,2,0,1,5,4,2,5,5,0,6,6,0.36402074902447523
1,8,8,5,9,9,5,0,1,1,4,1,7,0,0.36236567068668024
8,3,7,2,8,9,6,2,5,7,1,5,4,8,0.5775763045750358
8,3,8,6,9,3,2,4,9,1,8,8,2,6,0.5940077375938613
3,6,7,4,8,9,1,10,10,2,10,0,7,8,0.5952024849809014
0,0,6,3,0,5,4,1,6,6,9,7,8,5,0.28991227889560417
3,4,10,8,9,1,5,0,1,5,3,2,1,5,0.3472480032822285
0,3,5,2,7,8,4,9,1,1,1,8,6,1,0.2972394713003709
7,9,9,3,4,10,9,5,8,3,5,5,3,5,0.6743964726309227
9,8,8,5,4,9,0,2,6,8,3,2,6,7,0.6214674632501596
10,3,4,3,4,8,5,7,0,5,6,4,9,8,0.5825976721301239
8,7,3,5,3,4,5,6,10,4,3,0,6,9,0.5484161511462162
8,4,1,1,8,7,10,8,9,4,2,0,2,0,0.45684244452385436
9,5,3,5,4,3,9,6,1,4,10,1,5,8,0.5310113479952123
8,8,5,5,7,3,10,8,8,9,2,0,1,6,0.6250685467513066
7,3,6,5,6,5,9,10,0,2,6,2,7,1,0.48592419658917035
10,6,9,5,8,10,1,0,8,10,2,3,2,8,0.6929695682361467
3,4,1,5,9,2,5,5,6,0,2,7,10,0,0.3454457709690386
4,7,1,4,9,3,0,2,6,8,0,1,7,8,0.3908847230013149
